,State_Alpha,Metro_Area_Name,County_Name,2021,2020,2019,2018
16920,VA,"Page County, VA",Page County,61400,57000,55200,53500
16921,VA,"Patrick County, VA",Patrick County,58300,56300,52200,46500
16922,VA,"Pittsylvania County-Danville city, VA HUD Nonmetro FMR Area",Pittsylvania County,50600,58900,54400,51300
16923,VA,"Richmond, VA MSA",Powhatan County,90000,89400,86400,83200
16924,VA,"Prince Edward County, VA",Prince Edward County,65200,59400,59000,56200
16925,VA,"Richmond, VA MSA",Prince George County,90000,89400,86400,83200
16926,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Prince William County,129000,126000,121300,117200
16927,VA,"Pulaski County, VA HUD Metro FMR Area",Pulaski County,65800,60500,60500,60200
16928,VA,"Rappahannock County, VA HUD Metro FMR Area",Rappahannock County,92500,88700,77700,78600
16929,VA,"Richmond County, VA",Richmond County,60500,56500,50400,57300
16930,VA,"Roanoke, VA HUD Metro FMR Area",Roanoke County,78400,76700,73100,67200
16931,VA,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetr",Rockbridge County,61200,61200,59600,55900
16932,VA,"Harrisonburg, VA MSA",Rockingham County,66700,71900,70700,62500
16933,VA,"Russell County, VA",Russell County,53300,56000,55500,50600
16934,VA,"Kingsport-Bristol-Bristol, TN-VA MSA",Scott County,59600,59100,55100,54800
16935,VA,"Shenandoah County, VA",Shenandoah County,69800,67900,63300,62700
16936,VA,"Smyth County, VA",Smyth County,53400,53500,52300,50200
16937,VA,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",Southampton County,66000,66300,63000,59100
16938,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Spotsylvania County,129000,126000,121300,117200
16939,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Stafford County,129000,126000,121300,117200
16940,VA,"Surry County, VA",Surry County,67800,65000,68100,68100
16941,VA,"Richmond, VA MSA",Sussex County,90000,89400,86400,83200
16942,VA,"Tazewell County, VA",Tazewell County,55600,55600,53200,51600
16943,VA,"Warren County, VA HUD Metro FMR Area",Warren County,85800,81400,75700,76700
16944,VA,"Kingsport-Bristol-Bristol, TN-VA MSA",Washington County,59600,59100,55100,54800
16945,VA,"Westmoreland County, VA",Westmoreland County,76900,76900,71400,61800
16946,VA,"Wise County-Norton city, VA HUD Nonmetro FMR Area",Wise County,49000,50600,48700,50300
16947,VA,"Wythe County, VA",Wythe County,60800,58600,56500,54000
16948,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",York County,84500,82500,79300,75000
16949,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Alexandria city,129000,126000,121300,117200
16950,VA,"Kingsport-Bristol-Bristol, TN-VA MSA",Bristol city,59600,59100,55100,54800
16951,VA,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetr",Buena Vista city,61200,61200,59600,55900
16952,VA,"Charlottesville, VA HUD Metro FMR Area",Charlottesville city,93700,93900,89400,89600
16953,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Chesapeake city,84500,82500,79300,75000
16954,VA,"Richmond, VA MSA",Colonial Heights city,90000,89400,86400,83200
16955,VA,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmet",Covington city,60700,60700,59600,57200
16956,VA,"Pittsylvania County-Danville city, VA HUD Nonmetro FMR Area",Danville city,50600,58900,54400,51300
16957,VA,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",Emporia city,52200,50400,50200,46500
16958,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fairfax city,129000,126000,121300,117200
16959,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Falls Church city,129000,126000,121300,117200
16960,VA,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",Franklin city,66000,66300,63000,59100
16961,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fredericksburg city,129000,126000,121300,117200
16962,VA,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",Galax city,54600,54600,50500,47300
16963,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Hampton city,84500,82500,79300,75000
16964,VA,"Harrisonburg, VA MSA",Harrisonburg city,66700,71900,70700,62500
16965,VA,"Richmond, VA MSA",Hopewell city,90000,89400,86400,83200
16966,VA,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetr",Lexington city,61200,61200,59600,55900
16967,VA,"Lynchburg, VA MSA",Lynchburg city,73700,72400,68900,63600
16968,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas city,129000,126000,121300,117200
16969,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas Park city,129000,126000,121300,117200
16970,VA,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Martinsville city,46100,52300,46300,48000
16971,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Newport News city,84500,82500,79300,75000
16972,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Norfolk city,84500,82500,79300,75000
16973,VA,"Wise County-Norton city, VA HUD Nonmetro FMR Area",Norton city,49000,50600,48700,50300
16974,VA,"Richmond, VA MSA",Petersburg city,90000,89400,86400,83200
16975,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Poquoson city,84500,82500,79300,75000
16976,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Portsmouth city,84500,82500,79300,75000
16977,VA,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",Radford city,79700,87800,81100,69800
16978,VA,"Richmond, VA MSA",Richmond city,90000,89400,86400,83200
16979,VA,"Roanoke, VA HUD Metro FMR Area",Roanoke city,78400,76700,73100,67200
16980,VA,"Roanoke, VA HUD Metro FMR Area",Salem city,78400,76700,73100,67200
16981,VA,"Staunton-Waynesboro, VA MSA",Staunton city,71200,71400,69200,64300
16982,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Suffolk city,84500,82500,79300,75000
16983,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Virginia Beach city,84500,82500,79300,75000
16984,VA,"Staunton-Waynesboro, VA MSA",Waynesboro city,71200,71400,69200,64300
16985,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Williamsburg city,84500,82500,79300,75000
16986,VA,"Winchester, VA-WV MSA",Winchester city,81400,83400,73500,71100
16987,WA,"Adams County, WA",Adams County,59200,58000,56400,52400
16988,WA,"Lewiston, ID-WA MSA",Asotin County,72100,73900,63100,69200
16989,WA,"Kennewick-Richland, WA MSA",Benton County,78100,77500,78000,72800
16990,WA,"Wenatchee, WA MSA",Chelan County,70900,69400,68400,67100
16991,WA,"Clallam County, WA",Clallam County,76400,66300,66500,61600
16992,WA,"Portland-Vancouver-Hillsboro, OR-WA MSA",Clark County,96900,92100,87900,81400
16993,WA,"Columbia County, WA HUD Metro FMR Area",Columbia County,72400,66300,56600,52900
16994,WA,"Longview, WA MSA",Cowlitz County,71300,69200,68300,63600
16995,WA,"Wenatchee, WA MSA",Douglas County,70900,69400,68400,67100
16996,WA,"Ferry County, WA",Ferry County,55600,55100,53500,47100
16997,WA,"Kennewick-Richland, WA MSA",Franklin County,78100,77500,78000,72800
16998,WA,"Garfield County, WA",Garfield County,65900,64600,62700,56600
16999,WA,"Grant County, WA",Grant County,69500,74600,54700,59900
17000,WA,"Grays Harbor County, WA",Grays Harbor County,61500,65300,59800,63500
17001,WA,"Island County, WA",Island County,81000,76000,73900,75900
17002,WA,"Jefferson County, WA",Jefferson County,67400,68600,69300,65500
17003,WA,"Seattle-Bellevue, WA HUD Metro FMR Area",King County,115700,113300,108600,103400
17004,WA,"Bremerton-Silverdale, WA MSA",Kitsap County,94100,91700,85500,82600
17005,WA,"Kittitas County, WA",Kittitas County,76000,74900,72300,69000
17006,WA,"Klickitat County, WA",Klickitat County,67300,65600,59500,59200
17007,WA,"Lewis County, WA",Lewis County,77500,63400,55800,64700
17008,WA,"Lincoln County, WA",Lincoln County,64800,65400,63700,62000
17009,WA,"Mason County, WA",Mason County,76800,65900,64500,63100
17010,WA,"Okanogan County, WA",Okanogan County,55200,53900,53200,51200
17011,WA,"Pacific County, WA",Pacific County,59900,57600,53900,53100
17012,WA,"Pend Oreille County, WA HUD Metro FMR Area",Pend Oreille County,58200,60700,54800,52700
17013,WA,"Tacoma, WA HUD Metro FMR Area",Pierce County,91100,87300,80200,74600
17014,WA,"San Juan County, WA",San Juan County,78000,78400,76900,70400
17015,WA,"Mount Vernon-Anacortes, WA MSA",Skagit County,83200,78400,79100,69100
17016,WA,"Portland-Vancouver-Hillsboro, OR-WA MSA",Skamania County,96900,92100,87900,81400
17017,WA,"Seattle-Bellevue, WA HUD Metro FMR Area",Snohomish County,115700,113300,108600,103400
17018,WA,"Spokane, WA HUD Metro FMR Area",Spokane County,77100,78500,72700,65200
17019,WA,"Stevens County, WA HUD Metro FMR Area",Stevens County,63600,63500,57400,54600
17020,WA,"Olympia-Tumwater, WA MSA",Thurston County,90200,86700,83700,77700
17021,WA,"Wahkiakum County, WA",Wahkiakum County,65700,61800,61000,54900
17022,WA,"Walla Walla County, WA HUD Metro FMR Area",Walla Walla County,73100,69900,67100,65700
17023,WA,"Bellingham, WA MSA",Whatcom County,79100,86300,79100,77500
17024,WA,"Whitman County, WA",Whitman County,73900,72300,71600,67500
17025,WA,"Yakima, WA MSA",Yakima County,60300,57200,60600,54700
17026,WV,"Barbour County, WV",Barbour County,51500,50000,48500,47400
17027,WV,"Martinsburg, WV HUD Metro FMR Area",Berkeley County,74100,74300,76200,67000
17028,WV,"Boone County, WV HUD Metro FMR Area",Boone County,48400,50300,50700,53500
17029,WV,"Braxton County, WV",Braxton County,55800,55900,53400,50100
17030,WV,"Weirton-Steubenville, WV-OH MSA",Brooke County,59400,62400,59100,61500
17031,WV,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",Cabell County,62600,59100,56400,54900
17032,WV,"Calhoun County, WV",Calhoun County,46900,51000,56100,48000
17033,WV,"Charleston, WV HUD Metro FMR Area",Clay County,61100,55700,65500,58200
17034,WV,"Doddridge County, WV",Doddridge County,62500,62100,52500,54000
17035,WV,"Fayette County, WV HUD Metro FMR Area",Fayette County,52300,50600,48500,46100
17036,WV,"Gilmer County, WV",Gilmer County,57300,52300,48100,53400
17037,WV,"Grant County, WV",Grant County,56500,54000,51400,50700
17038,WV,"Greenbrier County, WV",Greenbrier County,53200,54400,53100,50900
17039,WV,"Winchester, VA-WV MSA",Hampshire County,81400,83400,73500,71100
17040,WV,"Weirton-Steubenville, WV-OH MSA",Hancock County,59400,62400,59100,61500
17041,WV,"Hardy County, WV",Hardy County,56400,49500,48000,48900
17042,WV,"Harrison County, WV",Harrison County,68600,77600,69100,66000
17043,WV,"Jackson County, WV",Jackson County,63600,58800,58800,59400
17044,WV,"Jefferson County, WV HUD Metro FMR Area",Jefferson County,97500,94700,91700,84100
17045,WV,"Charleston, WV HUD Metro FMR Area",Kanawha County,61100,55700,65500,58200
17046,WV,"Lewis County, WV",Lewis County,52300,51600,49400,48200
17047,WV,"Lincoln County, WV HUD Metro FMR Area",Lincoln County,49500,48700,47300,46400
17048,WV,"Logan County, WV",Logan County,51700,53300,53600,49500
17049,WV,"McDowell County, WV",McDowell County,33600,34000,30900,33700
17050,WV,"Marion County, WV",Marion County,64800,63600,62200,57400
17051,WV,"Wheeling, WV-OH MSA",Marshall County,63600,68900,65200,65700
17052,WV,"Mason County, WV",Mason County,55100,52900,51000,47900
17053,WV,"Mercer County, WV",Mercer County,53900,53200,51700,48800
17054,WV,"Cumberland, MD-WV MSA",Mineral County,60800,61900,59300,55500
17055,WV,"Mingo County, WV",Mingo County,43000,43100,44800,46800
17056,WV,"Morgantown, WV MSA",Monongalia County,76200,73900,74600,72800
17057,WV,"Monroe County, WV",Monroe County,51000,48200,46500,46000
17058,WV,"Morgan County, WV",Morgan County,64300,63600,58700,56700
17059,WV,"Nicholas County, WV",Nicholas County,52500,53700,52700,51500
17060,WV,"Wheeling, WV-OH MSA",Ohio County,63600,68900,65200,65700
17061,WV,"Pendleton County, WV",Pendleton County,51600,50100,49400,48600
17062,WV,"Pleasants County, WV",Pleasants County,64600,59700,55300,55700
17063,WV,"Pocahontas County, WV",Pocahontas County,55800,58200,56400,53900
17064,WV,"Morgantown, WV MSA",Preston County,76200,73900,74600,72800
17065,WV,"Putnam County, WV HUD Metro FMR Area",Putnam County,77500,77100,73800,71000
17066,WV,"Raleigh County, WV HUD Metro FMR Area",Raleigh County,57500,54300,61100,49500
17067,WV,"Randolph County, WV",Randolph County,56400,55800,54900,52200
17068,WV,"Ritchie County, WV",Ritchie County,55700,55000,54300,52600
17069,WV,"Roane County, WV",Roane County,47200,48700,46200,45100
17070,WV,"Summers County, WV",Summers County,47100,45400,48500,49300
17071,WV,"Taylor County, WV",Taylor County,62200,61300,56900,53700
17072,WV,"Tucker County, WV",Tucker County,58500,57900,56300,54300
17073,WV,"Tyler County, WV",Tyler County,58600,56800,54600,54600
17074,WV,"Upshur County, WV",Upshur County,55000,55300,55400,52700
17075,WV,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",Wayne County,62600,59100,56400,54900
17076,WV,"Webster County, WV",Webster County,44000,44600,40800,39800
17077,WV,"Wetzel County, WV",Wetzel County,55600,51700,50700,51400
17078,WV,"Parkersburg-Vienna, WV MSA",Wirt County,60500,64300,61000,53500
17079,WV,"Parkersburg-Vienna, WV MSA",Wood County,60500,64300,61000,53500
17080,WV,"Wyoming County, WV",Wyoming County,51700,51900,50100,49800
17081,WI,"Adams County, WI",Adams County,56000,55600,55300,54700
17082,WI,"Ashland County, WI",Ashland County,61000,59000,54500,53500
17083,WI,"Barron County, WI",Barron County,66200,65000,60900,58600
17084,WI,"Bayfield County, WI",Bayfield County,65800,64500,62100,61400
17085,WI,"Green Bay, WI HUD Metro FMR Area",Brown County,80700,82300,81800,77500
17086,WI,"Buffalo County, WI",Buffalo County,71200,68500,66600,64900
17087,WI,"Burnett County, WI",Burnett County,61600,59800,55100,53500
17088,WI,"Appleton, WI MSA",Calumet County,85600,86400,83800,77900
17089,WI,"Eau Claire, WI MSA",Chippewa County,80000,76700,73300,72000
17090,WI,"Clark County, WI",Clark County,64800,62900,60600,57100
17091,WI,"Columbia County, WI HUD Metro FMR Area",Columbia County,83200,81800,78300,75900
17092,WI,"Crawford County, WI",Crawford County,65700,64300,60200,60200
17093,WI,"Madison, WI HUD Metro FMR Area",Dane County,103100,100100,100400,91700
17094,WI,"Dodge County, WI",Dodge County,77900,77500,72800,74700
17095,WI,"Door County, WI",Door County,74000,74500,71600,68300
17096,WI,"Duluth, MN-WI MSA",Douglas County,76300,76800,71900,71400
17097,WI,"Dunn County, WI",Dunn County,73800,71500,69100,66900
17098,WI,"Eau Claire, WI MSA",Eau Claire County,80000,76700,73300,72000
17099,WI,"Florence County, WI",Florence County,62800,61000,60500,58700
17100,WI,"Fond du Lac, WI MSA",Fond du Lac County,75000,79200,75300,75600
17101,WI,"Forest County, WI",Forest County,56700,56000,55400,55000
17102,WI,"Grant County, WI",Grant County,70400,68500,65900,64700
17103,WI,"Green County, WI HUD Metro FMR Area",Green County,80700,79000,76900,72600
17104,WI,"Green Lake County, WI",Green Lake County,70900,69900,65200,63300
17105,WI,"Iowa County, WI HUD Metro FMR Area",Iowa County,81500,78500,74600,73600
17106,WI,"Iron County, WI",Iron County,56600,57200,57500,57100
17107,WI,"Jackson County, WI",Jackson County,70200,66100,64600,60700
17108,WI,"Jefferson County, WI",Jefferson County,78800,76600,77300,76300
17109,WI,"Juneau County, WI",Juneau County,65200,63400,61000,57300
17110,WI,"Kenosha County, WI HUD Metro FMR Area",Kenosha County,82300,77700,81600,74300
17111,WI,"Green Bay, WI HUD Metro FMR Area",Kewaunee County,80700,82300,81800,77500
17112,WI,"La Crosse-Onalaska, WI-MN MSA",La Crosse County,85100,76800,78600,72400
17113,WI,"Lafayette County, WI",Lafayette County,71700,69400,67900,66200
17114,WI,"Langlade County, WI",Langlade County,63200,60300,58600,56000
17115,WI,"Lincoln County, WI",Lincoln County,73200,71700,68000,65300
17116,WI,"Manitowoc County, WI",Manitowoc County,72200,76000,68900,67800
17117,WI,"Wausau, WI MSA",Marathon County,79300,79900,73200,72700
17118,WI,"Marinette County, WI",Marinette County,61300,59200,58000,57100
17119,WI,"Marquette County, WI",Marquette County,63100,64300,62800,58900
17120,WI,"Menominee County, WI",Menominee County,46200,41000,40900,38500
17121,WI,"Milwaukee-Waukesha-West Allis, WI MSA",Milwaukee County,84400,83800,82300,77300
17122,WI,"Monroe County, WI",Monroe County,73200,72100,69200,65600
17123,WI,"Oconto County, WI HUD Metro FMR Area",Oconto County,70400,70700,69200,66800
17124,WI,"Oneida County, WI",Oneida County,72400,70400,66900,64400
17125,WI,"Appleton, WI MSA",Outagamie County,85600,86400,83800,77900
17126,WI,"Milwaukee-Waukesha-West Allis, WI MSA",Ozaukee County,84400,83800,82300,77300
17127,WI,"Pepin County, WI",Pepin County,72700,68500,69600,64700
17128,WI,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",Pierce County,104900,103400,100000,94300
17129,WI,"Polk County, WI",Polk County,71300,69200,66800,64700
17130,WI,"Portage County, WI",Portage County,80400,79100,71900,76600
17131,WI,"Price County, WI",Price County,62000,60500,57700,57100
17132,WI,"Racine, WI MSA",Racine County,77200,84600,69400,78300
17133,WI,"Richland County, WI",Richland County,65800,63200,61500,59000
